股票代码,股票名称
000070,特发信息
000628,高新发展
000635,英 力 特
000720,新能泰山
001896,豫能控股
002015,协鑫能科
002138,顺络电子
002155,湖南黄金
002194,武汉凡谷
002213,大为股份
002281,光迅科技
002297,博云新材
002300,太阳电缆
002303,美盈森
002498,汉缆股份
002536,飞龙股份
002564,天沃科技
002708,光洋股份
002724,海洋王
002811,郑中设计
002902,铭普光磁
002916,深南电路
002918,蒙娜丽莎
002957,科瑞技术
002963,豪尔赛
002975,博杰股份
002976,瑞玛精密
003018,金富科技
300363,博腾股份
300378,鼎捷数智
300570,太辰光
300911,亿田智能
301151,冠龙节能
301419,阿莱德
301489,思泉新材
600103,青山纸业
600165,宁科生物
600186,莲花控股
600192,长城电工
600255,鑫科材料
600330,天通股份
600353,旭光电子
600378,昊华科技
600410,华胜天成
600487,亨通光电
600500,中化国际
600596,新安股份
601869,长飞光纤
601872,招商轮船
601890,亚星锚链
603052,可川科技
603122,合富中国
603138,海量数据
603221,爱丽家居
603228,景旺电子
603269,海鸥股份
603297,永新光学
603316,诚邦股份
603400,华之杰
603618,杭电股份
603668,天马科技
603679,华体科技
603880,南卫股份
603978,深圳新星
603980,吉华集团
605118,力鼎光电
605177,东亚药业
605488,福莱新材
688003,天准科技
688112,鼎阳科技
688286,敏芯股份
000636,风华高科
000670,盈方微
000981,山子高科
001223,欧克科技
001232,嘉立创
002011,盾安环境
002046,国机精工
002141,贤丰控股
002172,澳洋健康
002201,九鼎新材
002212,天融信
002232,启明信息
002242,九阳股份
002265,建设工业
002349,精华制药
002377,国创高新
002396,星网锐捷
002436,兴森科技
002552,宝鼎科技
002560,通达股份
002631,德尔未来
002870,香山股份
002882,金龙羽
002886,沃特股份
002988,豪美新材
300368,汇金股份
300563,神宇股份
300684,中石科技
301626,苏州天脉
301630,同宇新材
600105,永鼎股份
600110,诺德股份
600172,黄河旋风
600184,光电股份
600207,安彩高科
600237,铜峰电子
600371,万向德农
600488,津药药业
600641,先导基电
600744,华银电力
600857,宁波中百
601595,上海电影
601999,出版传媒
603002,宏昌电子
603011,合锻智能
603042,华脉科技
603083,剑桥科技
603090,宏盛股份
603105,芯能科技
603115,海星股份
603150,万朗磁塑
603200,上海洗霸
603439,三力制药
603601,再升科技
603693,江苏新能
603900,莱绅通灵
605006,山东玻纤
605011,杭州热电
605069,正和生态
605162,新中港
605168,三人行
688368,晶丰明源
688378,奥来德
688485,九州一轨
688662,富信科技
000062,深圳华强
000536,华映科技
000565,渝三峡Ａ
000592,平潭发展
000596,古井贡酒
000603,盛达资源
000722,湖南发展
000798,中水渔业
000931,中 关 村
000962,东方钽业
000980,众泰汽车
001210,金房能源
001268,联合精密
001309,德明利
001326,联域股份
001330,博纳影业
001378,德冠新材
002068,黑猫股份
002107,沃华医药
002161,远 望 谷
002174,游族网络
002354,天娱数科
002445,中南文化
002476,新叶股份
002491,通鼎互联
002531,天顺风能
002579,中京电子
002584,西陇科学
002638,勤上股份
002655,共达电声
002686,亿利达
002716,湖南白银
002774,快意电梯
002790,瑞尔特
002837,英维克
002846,英联股份
002880,卫光生物
002912,中新赛克
002947,恒铭达
002949,华阳国际
002980,华盛昌
003026,中晶科技
003031,中瓷电子
300122,智飞生物
300142,沃森生物
300333,兆日科技
300456,赛微电子
300765,石药创新
300830,金现代
300839,博汇股份
300903,科翔股份
300929,华骐环保
301152,天力锂能
301177,迪阿股份
301282,金禄电子
600088,中视传媒
600095,湘财股份
600121,郑州煤电
600198,大唐电信
600228,返利科技
600354,敦煌种业
600397,江钨装备
600508,上海能源
600604,市北高新
600667,太极实业
600792,云煤能源
600869,远东股份
600876,凯盛新能
600903,贵州燃气
600967,内蒙一机
601208,东材科技
601609,金田股份
601886,江河集团
601949,中国出版
603082,北自科技
603095,越剑智能
603110,东方材料
603118,共进股份
603162,海通发展
603236,移远通信
603248,锡华科技
603285,键邦股份
603328,依顿电子
603396,金辰股份
603421,鼎信通讯
603626,科森科技
603637,镇海股份
603716,塞力医疗
603773,沃格光电
603912,佳力图
603936,博敏电子
603938,三孚股份
603989,艾华集团
605198,安德利
605288,凯迪股份
688001,华兴源创
688137,近岸蛋白
688185,康希诺
688209,英集芯
688432,有研硅
688655,迅捷兴
688813,泰金新能
000007,全新好
000059,华锦股份
000520,凤凰航运
000626,远大控股
000823,超声电子
000978,桂林旅游
000993,闽东电力
001216,华瓷股份
002418,康盛股份
002585,双星新材
002703,浙江世宝
002721,金一文化
002815,崇达技术
002913,奥士康
300243,瑞丰高材
300464,星徽股份
301132,满坤科技
301251,威尔高
301550,斯菱智驱
301591,肯特股份
600162,香江控股
600551,时代出版
600613,神奇制药
600654,中安科
601086,国芳集团
601579,会稽山
603093,南华期货
603151,邦基科技
603186,华正新材
603261,立航科技
603318,水发燃气
603386,骏亚科技
603657,春光科技
603721,中广天择
605058,澳弘电子
605258,协和电子
605577,龙版传媒
605580,恒盛能源
688004,博汇科技
688433,华曙高科
920021,流金科技
000026,飞亚达
000428,华天酒店
000523,红棉股份
000526,学大教育
000620,盈新发展
000723,美锦能源
000737,北方铜业
000811,冰轮环境
000831,中国稀土
000887,中鼎股份
000912,泸天化
000930,中粮科技
001277,速达股份
001358,兴欣新材
001366,播恩集团
002017,东信和平
002038,双鹭药业
002081,金 螳 螂
002104,恒宝股份
002229,鸿博股份
002295,精艺股份
002322,理工能科
002329,皇氏集团
002403,爱仕达
002448,中原内配
002515,金字火腿
002645,华宏科技
002706,良信股份
002907,华森制药
002951,金时科技
002953,日丰股份
002989,中天精装
300017,网宿科技
300120,经纬辉开
300345,华民股份
300598,诚迈科技
300679,电连技术
300841,康华生物
300922,天秦装备
301060,兰卫医学
301106,骏成科技
301127,武汉天源
301129,瑞纳智能
301211,亨迪药业
600108,亚盛集团
600127,金健米业
600206,有研新材
600288,大恒科技
600318,新力金融
600359,新农开发
600367,红星发展
600536,中国软件
600683,京投发展
600693,东百集团
600698,湖南天雁
600829,人民同泰
600830,香溢融通
600865,百大集团
600969,郴电国际
601011,宝泰隆
601118,海南橡胶
601212,白银有色
603079,圣达生物
603089,正裕工业
603102,百合股份
603123,翠微股份
603216,梦天家居
603629,利通电子
603696,安记食品
603725,天安新材
603823,百合花
603848,好太太
605060,联德股份
605077,华康股份
605398,新炬网络
920855,浙江大农
000017,深中华A
000560,我爱我家
000716,黑芝麻
000890,法尔胜
000977,浪潮信息
001258,立新能源
002084,海鸥住工
002094,青岛金王
002124,天邦食品
002277,友阿股份
002437,誉衡药业
002742,冀衡医药
002942,新农股份
003040,楚天龙
301231,荣信文化
600227,赤天化
600272,开开实业
600540,新赛股份
600721,百花医药
600722,金牛化工
600785,新华百货
600815,厦工股份
601566,九牧王
601700,风范股份
603009,北特科技
603330,天洋新材
603358,华达科技
603580,艾艾精工
603801,志邦家居
603890,春秋电子
603958,哈森股份
605179,一鸣食品
688677,海泰新光
000020,深华发Ａ
000505,京粮控股
000735,罗 牛 山
000833,粤桂股份
002040,南 京 港
002041,登海种业
002165,红 宝 丽
002365,永安药业
002661,克明食品
300189,神农种业
600313,农发种业
600403,大有能源
600737,中粮糖业
600881,亚泰集团
601015,陕西黑猫
603016,新宏泰
603191,望变电气
603395,红四方
603559,中通国脉
688152,麒麟信安
688790,昂瑞微
000048,京基智农
002072,凯瑞德
300970,华绿生物
600610,中毅达
600712,南宁百货
603113,金能科技
603366,日出东方
605188,国光连锁
