股票代码,股票名称,最新收盘,ret1,ret5,ret10,ret20,ret40,ret60,ret120,amp5,距20日高点,前10日区间振幅,振幅收敛比,近5日平均成交量,前10日平均成交量,成交量收敛比,近5日平均换手率,前10日平均换手率,换手率收敛比,流动性收敛证据,MA5_3日斜率,MA10_3日斜率,短期下行停止证据,整理证据可用项,整理收敛支持项,整理成熟度状态,距250日高点,250日位置,MA20距离,MA25,MA25距离,MA25_1日斜率,MA30_5日斜率,MA60_10日斜率,MA120_20日斜率,距稳健5日上沿,近5日低点,近10日低点,距近5日低点,距近10日低点,最近25日曾涨停,25日内涨停次数,最近涨停日期,涨停板规则,涨停核验交易日数,25日最大单日涨幅,阶段2分,长期趋势证据,右上角位置证据,40日仍活证据,长期下降修复惩罚,二级结构延续贡献,阶段3分,生命周期标签,阶段3通过,阶段3风险提示,阶段3规则说明,阶段排名,本阶段入选,阶段软容量下限,阶段软容量上限,实际入选数,边界分数,决策说明,OpenAI生命周期资格,OpenAI结构成熟对齐,OpenAI基础资格,OpenAI过热排序惩罚,OpenAI前置对齐分,OpenAI输入排名,OpenAI输入资格,OpenAI输入上限,OpenAI实际输入数,OpenAI前置判定代码,OpenAI前置判定原因,阶段2通过,基础整理条件,整理成熟,振幅收敛,流动性收敛,短期下行停止,中期趋势仍活,稳健上沿核心区,稳健上沿宽区,阶段2风险提示,阶段2规则说明,明显右侧,短周期整理合格,整理交易日数,整理超过一周,N型走势,有效突破阶段,有效突破观察资格,有效突破确认,平台上沿,突破日期,突破放量比,回踩缩量比,回踩守位,重新缓慢走强,有效突破原因,有效突破确认路径,平台上方横盘振幅,微平台上沿,微平台再突破量比,AI优先级,AI核心证据,AI主要风险,次日尾盘观察重点,AI证据置信度,AI结构判断,AI成交量判断,AI振幅判断,AI换手判断,AI板块共振,观察池身份,20日方向证据,MA25上方证据,短波动非极端证据,10日不过热证据,10日非急跌证据,短沿附近辅助,阶段1分,阶段1通过,收盘价高于MA25,MA25向上,阶段1风险提示,阶段1规则说明,成交量收敛,换手率收敛,均线趋势辅助,适度重新加速,整理成熟贡献,振幅收敛贡献,流动性收敛贡献,短期止跌贡献,40日趋势贡献,均线趋势辅助贡献,稳健上沿贡献,重新加速辅助贡献,滚动池来源日期,滚动池来源次数,滚动池最新来源日,滚动池最早来源日,滚动池最新来源序号
301151,冠龙节能,22.71,0.0004405286343613,0.0692090395480227,0.014745308310992,0.3469750889679717,0.3797083839611179,0.3889908256880734,0.2772778402699662,0.1139670223084383,-0.0113191118850674,0.1142578124999999,0.997454964477272,4196514.8,7948282.8,0.5279775400039868,0.0254037334191062,0.0498518708513222,0.5095843543138053,True,0.0414285714285713,0.0078030654900138,True,3,3,收敛较充分,-0.0282413350449294,0.9251700680272108,0.0812483633680101,20.0416,0.1331430624301455,0.0118953852367968,0.0439157302370312,0.0268587318229474,0.021715166518754,0.0156529516994634,20.62,20.48,0.1013579049466537,0.10888671875,True,1,2026-08-31,创业板20%,17,20.02314814814813,14,3,2,1,0,2.6739130434782608,8.673913043478262,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,,,20,2.565217391304348,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,22.67391304347826,2,True,50,12,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名2/12，输入上限50只,True,True,True,True,True,True,True,True,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,True,True,5.0,False,False,EFFECTIVE_BREAKOUT_CONFIRMED,True,True,21.89,2026-09-18,1.2561031322340936,0.758447524753955,True,True,放量突破后在平台上方缩量横住，低点稳定并重新缓慢走强,ABOVE_PLATFORM_TIGHT_HOLD,0.0374887082204154,,0.8019533054017053,1,计算事实：整理收敛支持3/3，振幅收敛比0.997、成交量收敛比0.528、换手收敛比0.510；MA5与MA10三日斜率均为正；已完成平台上方缩量横住并重新缓慢走强确认。,近5日上涨6.92%，且所属机械设备仅有行业映射，板块共振未核验；市场广度转弱时需防突破确认失效。；缺少同期板块客观行情，保留为条件观察，待14:40-14:45核验,14:40-14:45确认价格仍守住平台上沿21.89上方，回落不放量，并维持平台上方窄幅运行或再度温和走强。,低,中期趋势仍活，5日整理完成且短期下行停止；收盘距稳健5日上沿1.57%，有效突破已确认。,近5日平均成交量4196515，较前10日7948283收敛，收敛比0.528。,近5日振幅11.40%，相对前10日振幅11.43%基本持平，程序判定为收敛支持。,近5日平均换手率2.54%，较前10日4.99%收敛，收敛比0.510。,未核验；仅确认机械设备行业映射，暂无同期概念行情证据。,条件观察,,,,,,,,,,,,,,,,,,,,,,,,,"2026-09-22,2026-09-21",2,2026-09-22,2026-09-21,1
001210,金房能源,29.72,-0.0145888594164457,0.0373472949389179,-0.0239737274220033,0.1052435849758273,0.6809954751131222,0.306948109058927,1.012186865267434,0.1222816399286987,-0.0559085133418043,0.1652985074626865,0.7397625169501415,4435407.4,9013625.6,0.4920780601315414,0.0270887894319545,0.0654398254230322,0.4139495980748802,True,0.0295427238674108,0.0077323211022068,True,3,3,收敛较充分,-0.0559085133418043,0.9157894736842106,0.0335054683288995,28.556,0.0407620114862026,0.0025981321536407,0.046058060160528,0.0405954090521418,0.1132335573640246,0.0074576271186439,28.05,26.8,0.0595365418894831,0.1089552238805968,True,1,2026-08-20,沪深主板10%,3,10.018484288354902,14,3,2,1,0,2.6739130434782608,8.673913043478262,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,,,20,2.565217391304348,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,22.67391304347826,1,True,50,12,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名1/12，输入上限50只,True,True,True,True,True,True,True,True,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,True,True,5.0,False,False,RETEST_STABILIZING,True,False,29.38,2026-09-21,1.540553397319166,0.5803879411012184,True,False,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,,0.0288135593220339,,,2,计算事实：振幅收敛比0.740、成交量收敛比0.492、换手收敛比0.414，整理收敛支持3/3；MA5与MA10三日斜率为正；突破后回踩缩量比0.580且守住平台上沿29.38。,40日涨幅68.10%，处于右上角高位趋势，存在趋势成熟与高位分歧风险；重新缓慢走强尚未确认。；缺少同期板块客观行情，保留为条件观察，待14:40-14:45核验,14:40-14:45确认继续守住29.38平台上沿，回踩量能保持收敛，并出现不追高的重新缓慢走强。,低,中期趋势仍活，5日整理收敛且短期下行停止；距稳健5日上沿0.75%，处于回踩守位后的待确认阶段。,近5日平均成交量4435407，较前10日9013626收敛，收敛比0.492。,近5日振幅12.23%，较前10日振幅16.53%收敛，收敛比0.740。,近5日平均换手率2.71%，较前10日6.54%收敛，收敛比0.414。,未核验；仅确认公用事业行业映射，暂无同期概念行情证据。,条件观察,,,,,,,,,,,,,,,,,,,,,,,,,"2026-09-22,2026-09-18",2,2026-09-22,2026-09-18,1
002708,光洋股份,16.91,-0.0197101449275362,0.0336185819070904,0.0406153846153847,0.4282094594594594,0.7875264270613107,0.2820318423047765,0.4428327645051193,0.0792383292383291,-0.0375640295959021,0.3477576711250982,0.2278550146197204,34556802.4,57837121.0,0.5974848298552067,0.0752838547744448,0.1178294664269972,0.6389221394046444,True,0.0183058147882266,0.017416105346198,True,3,3,收敛较充分,-0.0375640295959021,0.9263392857142856,0.0991939677587103,14.550000000000002,0.1621993127147765,0.0140503470770261,0.0823975798595089,0.03704533049697,0.0389604430898304,-0.0298336201950659,16.28,15.88,0.0386977886977886,0.0648614609571787,True,3,2026-09-07,沪深主板10%,17,10.028248587570632,12,3,2,1,0,1.5652173913043477,7.565217391304348,右上角/高位趋势,True,40日加速较大：仅作趋势成熟风险提示，不单独判尾端,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,4,True,,,20,2.565217391304348,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,19.565217391304348,5,True,50,12,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名5/12，输入上限50只,True,True,True,True,True,True,True,False,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,True,True,5.0,False,False,RETEST_STABILIZING,True,False,16.88,2026-09-17,1.4448015230025222,0.6622320719017504,True,False,突破后处于一周内确认窗，守位/缩量/横住或小平台再突破条件尚未全部成立,,0.0540540540540541,17.43,0.781982898377122,3,计算事实：振幅收敛比0.228、成交量收敛比0.597、换手收敛比0.639，整理收敛支持3/3；MA5与MA10三日斜率为正；突破后回踩缩量比0.662且守住平台上沿16.88。,40日涨幅78.75%、25日内3次涨停，属于高位趋势；当日下跌1.97%，重新缓慢走强尚未出现。；缺少同期板块客观行情，保留为条件观察，待14:40-14:45核验,14:40-14:45确认16.88平台上沿不失守，回落继续缩量，并从近5日低点16.28上方形成温和修复，避免放量下破。,低,中期趋势仍活，5日整理显著收敛且短期下行停止；当前略高于平台上沿，处于守位后的确认窗口。,近5日平均成交量34556802，较前10日57837121收敛，收敛比0.597。,近5日振幅7.92%，较前10日振幅34.78%显著收敛，收敛比0.228。,近5日平均换手率7.53%，较前10日11.78%收敛，收敛比0.639。,未核验；仅确认汽车行业映射，暂无同期概念行情证据。,条件观察,,,,,,,,,,,,,,,,,,,,,,,,,"2026-09-22,2026-09-21",2,2026-09-22,2026-09-21,1
002975,博杰股份,107.53,0.025462521457181,0.0807035175879398,0.0286998947670524,-0.0123989713445995,0.2219318181818181,-0.2207971014492753,0.9364307581487484,0.1246573951883057,-0.0567543859649122,0.1918103448275862,0.6498992288468975,10881732.4,13037607.6,0.8346418095908946,0.0792642794352121,0.0974559982674358,0.8133340260667946,True,0.0424069226003716,0.0151871253012527,True,3,3,收敛较充分,-0.3193011331265429,0.590285110876452,0.0505439322368388,102.0628,0.0535670195213142,0.0005960667437894,0.0228264113112781,-0.0643353112371889,0.0785476599398882,0.0049532710280373,98.51,92.8,0.0915643081920616,0.1587284482758622,True,1,2026-09-07,沪深主板10%,17,9.996843102178254,15,3,0,1,0,2.9166666666666665,6.916666666666666,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,5,True,,,15,1.75,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,21.916666666666664,3,True,50,8,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名3/8，输入上限50只,True,True,True,True,True,True,True,True,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,True,True,3.0,False,False,RETEST_STABILIZING,True,False,100.8,2026-09-16,1.282601771741084,0.9274196452832232,True,True,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,,,,,2,计算事实：振幅收敛比0.650、成交量收敛比0.835、换手率收敛比0.813，MA5/MA10三日斜率为正；突破后回踩守位、重新走强，处于1-3日确认窗，距稳健5日上沿0.50%。,20日收益-1.24%、MA60十日斜率为负，中期趋势连续性仍需确认。；缺少同期板块客观行情，保留为条件观察，待14:40-14:45核验,14:40-14:45确认平台上沿100.8附近继续守位，缩量回踩后的再走强不转为放量回落。,低,中期上升趋势延续；3日整理，短期下行停止，处于平台上沿附近的回踩确认窗。,收敛，近5日均量为前10日的0.835。,收敛，近5日振幅12.47%，为前10日区间振幅的0.650。,收敛，近5日均换手为前10日的0.813。,未核验；仅有机械设备行业映射，缺少同期概念或行业归因共振证据。,条件观察,0.0,2.0,1.0,1.0,1.0,1.0,6.0,True,True,True,20日方向仍偏弱,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,True,True,True,True,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2026-09-21,1,2026-09-21,2026-09-21,2
000620,盈新发展,3.27,0.0218749999999998,0.0548387096774194,0.0827814569536424,-0.0576368876080691,0.1978021978021977,0.0283018867924527,0.1275862068965518,0.0953947368421052,-0.1016483516483516,0.1525423728813558,0.6253654970760238,305572457.8,295981159.4,1.0324050977415018,0.063963976571373,0.0664715972225393,0.962275306206784,True,0.0140306122448978,0.0195200000000002,True,3,3,收敛较充分,-0.2004889975550121,0.6746031746031746,0.0204400062412231,3.2364,0.010381905821283,0.0021055239038887,0.0221793635486982,0.0081278786236791,0.0103949526112456,0.0123839009287924,3.04,3.0,0.075657894736842,0.09,True,2,2026-08-24,沪深主板10%,6,10.158730158730169,15,3,2,1,0,2.9166666666666665,8.916666666666666,右上角/高位趋势,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,1,True,,,15,1.75,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,23.916666666666664,1,True,50,8,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名1/8，输入上限50只,True,True,True,True,True,True,True,True,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,True,True,5.0,False,False,BREAKOUT_AWAIT_RETEST,True,False,3.23,2026-09-21,1.222443087811789,,False,False,首次放量突破，仅观察，等待缩量回踩确认,,,,,4,计算事实：振幅收敛比0.625、换手率收敛比0.962，MA5/MA10三日斜率均为正；首次放量突破平台上沿3.23，距稳健5日上沿1.24%。土地流转概念当日上涨2.84%、5日上涨2.53%，状态为上涨加强。,成交量收敛比1.032，量能未收敛；20日收益-5.76%，且本次仅为首次突破，尚未完成回踩确认。,14:40-14:45确认回踩平台上沿3.23附近时量能收敛且不破位，随后重新走强；若放量跌回平台内则取消观察。,中,右上角高位趋势；5日整理，MA5/MA10下行已停止，首次突破后等待回踩验证。,未收敛，近5日均量为前10日的1.032。,收敛，近5日振幅9.54%，为前10日区间振幅的0.625。,收敛，近5日均换手为前10日的0.962。,同期概念共振；土地流转概念当日上涨2.84%、5日上涨2.53%，但房地产持续性仍待验证。,核心观察,0.0,2.0,1.0,1.0,1.0,1.0,6.0,True,True,True,20日方向仍偏弱,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,False,True,True,True,3.0,1.0,1.0,1.0,3.0,1.0,4.0,1.0,2026-09-21,1,2026-09-21,2026-09-21,2
603297,永新光学,115.02,0.0177860366339261,0.0857088918255615,0.0617557463306563,0.0964728312678739,0.2445358147587102,-0.1877118644067796,0.1327555643096316,0.0991428571428571,-0.0408605737158105,0.2052261306532663,0.4830908073317474,1075835.4,1513374.1,0.7108852992792726,0.0094732324203844,0.0150832836948139,0.62806167490184,True,0.0474564762246072,0.0090968586387436,True,3,3,收敛较充分,-0.247595996598417,0.430570182037009,0.0586481113320078,108.1356,0.0636645101150776,0.0028117708592221,0.0147064377250183,-0.0299206888737821,-0.0043948974764316,0.018958185683912,105.0,99.5,0.0954285714285714,0.1559798994974874,True,1,2026-08-31,沪深主板10%,17,9.997151808601544,14,0,0,1,0,2.333333333333333,3.333333333333333,中段/待确认,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,12,True,,,15,1.75,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,17.333333333333332,7,True,50,8,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名7/8，输入上限50只,True,True,True,True,True,True,True,True,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,True,True,3.0,False,False,RETEST_STABILIZING,True,False,112.8,2026-09-18,1.4445162390591186,0.8677345480704292,True,True,突破后处于1-3日确认窗，回踩守位/缩量/重新走强尚未全部成立,,,,,5,计算事实：振幅收敛比0.483、成交量收敛比0.711、换手率收敛比0.628，MA5/MA10三日斜率为正；突破后回踩守位、重新走强，距稳健5日上沿1.90%。,MA60十日斜率-2.99%、MA120二十日斜率-0.44%，较长周期趋势证据偏弱，且仍未完成突破确认。；缺少同期板块客观行情，保留为条件观察，待14:40-14:45核验,14:40-14:45确认平台上沿112.8附近守位，避免放量跌回平台，并观察是否维持缓慢走强。,低,中段待确认；3日整理，MA5/MA10止跌上行，处于回踩稳定阶段。,收敛，近5日均量为前10日的0.711。,收敛，近5日振幅9.91%，为前10日区间振幅的0.483。,收敛，近5日均换手为前10日的0.628。,未核验；仅有电子行业映射，科技行业整体分化，缺少该股同期概念共振证据。,条件观察,2.0,2.0,1.0,1.0,1.0,1.0,8.0,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,True,True,True,False,3.0,1.0,1.0,1.0,3.0,1.0,4.0,0.0,2026-09-21,1,2026-09-21,2026-09-21,2
300765,石药创新,46.39,0.0572014585232452,0.0659466911764705,0.0213562307353587,0.0254199823165339,0.2737506864360242,0.6747292418772564,0.438895781637717,0.1192660550458715,-0.0399420529801324,0.1598309719115088,0.7462011499992867,16303757.8,18484959.3,0.8820012819828065,0.0098439626648159,0.0127778497308388,0.7703927399504434,True,0.0232233443477452,0.0,True,3,3,收敛较充分,-0.2268333333333333,0.6370666666666667,0.0505100827681472,44.6704,0.038495289945915,0.001749176989801,0.0172486359497081,0.0811869928016961,0.0685112794201483,0.0424719101123596,42.51,40.23,0.0912726417313574,0.1531195625155357,True,1,2026-08-20,创业板20%,17,20.0,13,3,0,1,0,1.4166666666666663,5.416666666666666,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,8,True,,,15,1.75,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,18.416666666666664,5,True,50,8,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名5/8，输入上限50只,True,True,True,True,True,True,True,False,True,,硬资格：明显右侧（40日非负、站上MA20且MA30上扬）+3至5日紧凑缩量平台+非N型+已出现放量突破；首次突破/回踩中只进入观察，只有缩量回踩不破后重新缓慢走强才确认买点,True,True,5.0,False,False,BREAKOUT_AWAIT_RETEST,True,False,44.5,2026-09-21,1.9460911944522472,,False,False,首次放量突破，仅观察，等待缩量回踩确认,,,,,6,计算事实：振幅收敛比0.746、成交量收敛比0.882、换手率收敛比0.770，MA5上行、MA10持平；首次放量突破平台上沿44.5，突破放量比1.946。,当日上涨5.72%、距稳健5日上沿4.25%，首次放量突破后已有短线加速；未出现回踩守位证据。；缺少同期板块客观行情，保留为条件观察，待14:40-14:45核验,14:40-14:45确认不跌回44.5平台上沿下方，且出现缩量回踩或横向消化后再走强；不追逐盘中急拉。,低,中期上升趋势延续；5日整理，MA5上行且MA10止跌，首次突破尚待回踩确认。,收敛，近5日均量为前10日的0.882；突破日放量，后续需核验承接。,收敛，近5日振幅11.93%，为前10日区间振幅的0.746。,收敛，近5日均换手为前10日的0.770。,未核验；医药生物行业当日活跃，但该股仅有行业映射，缺少同期概念归因共振证据。,条件观察,2.0,2.0,1.0,1.0,1.0,1.0,8.0,True,True,True,,硬资格：最近25个交易日（含当日）至少一次按板块涨停价核验的实际涨停，且最新收盘价严格高于MA25、当日MA25严格高于前一交易日MA25；通过后再按方向/非极端波动/不过热排序,True,True,True,True,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2026-09-21,1,2026-09-21,2026-09-21,2
001309,德明利,413.09,0.0407124681933841,0.0257244307600623,0.0556861742908254,-0.004890152245134,0.0330090774963114,-0.5656256572029443,0.0828331017851056,0.0940944881889764,-0.0784383714445065,0.1399999999999999,0.6721034870641175,10176403.8,11244567.7,0.905006228029558,0.0635159524434678,0.0680854421155537,0.9328859513854586,True,-0.0097730594814641,0.0004287930837907,True,3,3,收敛较充分,-0.5784795918367347,0.3611777830364084,0.0140898317296775,,,,0.0076627437677943,-0.1019846250554805,0.0288611423953162,0.0134442236451508,381.0,381.0,0.0842257217847768,0.0842257217847768,True,1,2026-08-27,沪深主板10%,18,10.000255957408676,15,3,0,1,0,2.9402985074626864,6.940298507462686,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,20,True,,,96,1.2388059701492538,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,21.94029850746269,3,True,50,21,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名3/21，输入上限50只,True,True,True,True,True,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,,,,,,,,,,,,,,,,,,,,2,振幅收敛比0.67，成交量收敛比0.91、换手收敛比0.93；MA10三日斜率0.04%，短期下行停止；距稳健5日上沿1.34%，专精特新概念同期上涨加强。,距250日高点-57.85%，长期位置非右上角；MA60十日斜率-10.20%，中期修复延续仍需验证。,14:40-14:45确认价格维持5日上沿附近、MA5回升不被破坏，并观察量能是否由收敛转为温和承接。,中,中期上升趋势延续，三类整理证据齐备，MA5三日斜率-0.98%但MA10三日斜率0.04%，距稳健5日上沿1.34%。,近5日平均成交量1017.64万，较前10日1124.46万小幅收敛，收敛比0.91。,近5日振幅9.41%，较前10日区间振幅14.00%收敛，收敛比0.67。,近5日平均换手6.35%，较前10日6.81%小幅收敛，收敛比0.93。,同期概念共振，专精特新9月18日上涨2.24%、5日上涨4.42%，状态为上涨加强。,核心观察,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-18,1,2026-09-18,2026-09-18,3
688003,天准科技,83.7,0.0307881773399014,0.1021859362654729,0.1158512198373549,-0.0152941176470587,0.1281843914274161,-0.3456848030018762,0.4067226890756303,0.1486761710794295,-0.0433192364841695,0.1597222222222222,0.9308421145842548,3870281.0,4325105.0,0.894840934497544,0.0184336420971603,0.0222048135006259,0.8301642387872658,True,0.0330987352101184,0.0227301782107334,True,3,3,收敛较充分,-0.3934782608695651,0.3922775601566872,0.0444548432381843,,,,0.0160036407969672,-0.0660360085444002,0.0393924711929385,0.0072202166064982,73.65,72.0,0.1364562118126273,0.1625000000000001,True,1,2026-08-17,科创板20%,18,20.0,15,3,0,1,0,2.9402985074626864,6.940298507462686,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,20,True,,,96,1.2388059701492538,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,21.94029850746269,4,True,50,21,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名4/21，输入上限50只,True,True,True,True,True,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,,,,,,,,,,,,,,,,,,,,3,振幅、成交量、换手均较前段收敛，收敛比分别0.93、0.89、0.83；MA5与MA10三日斜率分别3.31%、2.27%；距稳健5日上沿0.72%，专精特新与光伏概念同期上涨加强。,近5日涨幅10.22%、近10日涨幅11.59%，重新加速后需防止短线追高；MA60十日斜率-6.60%。,14:40-14:45确认突破或贴近5日上沿时成交不失控，且回落不跌回整理区下部。,中,中期上升趋势延续，整理振幅相对前段轻度收敛，MA5/MA10均上行，距稳健5日上沿0.72%。,近5日平均成交量387.03万，较前10日432.51万收敛，收敛比0.89。,近5日振幅14.87%，较前10日区间振幅15.97%收敛，收敛比0.93。,近5日平均换手1.84%，较前10日2.22%收敛，收敛比0.83。,同期概念共振，专精特新上涨加强，光伏概念9月18日上涨1.83%、5日上涨3.04%。,核心观察,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-18,1,2026-09-18,2026-09-18,3
300679,电连技术,45.39,0.0257627118644068,0.0717827626918536,0.0555813953488373,-0.1177842565597667,0.1387355745107878,-0.2862085233527284,0.3365724381625441,0.1247553816046965,-0.161927621861152,0.2558254833911748,0.4876581486369633,17519463.4,17546660.7,0.998450001372626,0.0483680160435855,0.0488123477448212,0.9908971454608456,True,0.0262865090403336,-0.0003421688945663,True,3,3,收敛较充分,-0.3882749326145552,0.3155143739605607,-0.0181700194678778,,,,0.015872320861703,-0.0707170822782516,0.0338130810909576,0.009115162294353,40.88,40.34,0.1103228962818003,0.125185919682697,True,1,2026-08-17,创业板20%,18,20.004690431519712,14,3,0,1,0,2.776119402985074,6.776119402985074,中期上升趋势延续,True,,生命周期否决/修正：重点排除长期下降修复；不把接近250日高点或累计涨幅本身当成越高越好,22,True,,,96,1.2388059701492538,入选：满足三级生命周期筛选资格条件；本阶段不设置数量下限或上限,True,True,True,0,20.776119402985078,5,True,50,21,QUALIFIED_FOR_OPENAI,进入OpenAI：三类整理成熟证据3/3且250日生命周期通过；对齐排名5/21，输入上限50只,True,True,True,True,True,True,True,True,True,,核心：振幅、流动性（成交量/换手合并）与短期止跌三类证据中至少两类支持+40日趋势仍活；缺失量价/换手必须明示；2%-6%单日加速仅为中等证据,,,,,,,,,,,,,,,,,,,,4,振幅收敛比0.49，成交量和换手率相对前10日基本稳定偏收敛；MA5三日斜率2.63%、MA10接近持平，短期下行停止；小米及华为概念同期上涨加强。,收盘距20日高点-16.19%，位置尚未回到前高附近；成交量收敛比1.00、换手收敛比0.99，流动性降温幅度有限。,14:40-14:45确认向5日上沿推进时量能温和放大，且不跌破近5日整理低点40.88元。,中,中期上升趋势延续，振幅收敛、短期下行停止，距稳健5日上沿0.91%。,近5日平均成交量1751.95万，较前10日1754.67万基本稳定，收敛比1.00。,近5日振幅12.48%，较前10日区间振幅25.58%明显收敛，收敛比0.49。,近5日平均换手4.84%，较前10日4.88%基本稳定，收敛比0.99。,同期概念共振，小米概念9月18日上涨1.77%、5日上涨4.53%，华为概念当日上涨1.72%、5日上涨3.00%。,核心观察,,,,,,,,,,,,,,,,,,,,,,,,,2026-09-18,1,2026-09-18,2026-09-18,3
