股票代码,股票名称,日期,开盘价,最高价,最低价,收盘价,成交量,成交额,换手率,未复权开盘价,未复权最高价,未复权最低价,未复权收盘价,前复权比例系数,5日成交量比
000592,平潭发展,2026-03-20,10.41,10.74,10.0,10.0,170282086.0,1758485011.0,0.08891585682399607,10.41,10.74,10.0,10.0,1.0,1.0645537857685847
000592,平潭发展,2026-03-23,9.65,10.62,9.49,10.36,274190865.0,2776383190.0,0.14317369646732914,9.65,10.62,9.49,10.36,1.0,1.7607745971523672
000592,平潭发展,2026-03-24,10.22,10.33,9.83,10.15,218401976.0,2193714157.0,0.11404252369855175,10.22,10.33,9.83,10.15,1.0,1.200628032726537
000592,平潭发展,2026-03-25,10.03,11.17,10.03,11.17,298129456.0,3170908418.0,0.15567366272874902,10.03,11.17,10.03,11.17,1.0,1.5780988241153602
000592,平潭发展,2026-03-26,11.29,11.35,10.63,10.69,298249322.0,3253821866.0,0.15573625291861823,11.29,11.35,10.63,10.69,1.0,1.3614986865276189
000592,平潭发展,2026-03-27,10.55,10.8,10.51,10.56,162643399.0,1730596805.0,0.08492717888628676,10.55,10.8,10.51,10.56,1.0,0.645792815038809
000592,平潭发展,2026-03-30,10.4,11.62,10.26,11.62,430631442.0,4900184153.0,0.22486196017579305,10.4,11.62,10.26,11.62,1.0,1.7203031116074383
000592,平潭发展,2026-03-31,12.06,12.78,11.88,12.78,445250757.0,5569520997.0,0.23249569869720688,12.06,12.78,11.88,12.78,1.0,1.5810837248936893
000592,平潭发展,2026-04-01,12.72,12.72,11.9,12.02,492211336.0,6008586029.0,0.25701701046182757,12.72,12.72,11.9,12.02,1.0,1.5053214830957184
000592,平潭发展,2026-04-02,12.38,12.85,12.1,12.57,498165573.0,6231981756.0,0.26012612250657985,12.38,12.85,12.1,12.57,1.0,1.3618625382387783
000592,平潭发展,2026-04-03,12.31,12.48,11.62,11.68,359655131.0,4284522163.0,0.1878004015878191,12.31,12.48,11.62,11.68,1.0,0.8863292586980869
000592,平潭发展,2026-04-07,11.81,12.35,11.69,12.06,318632813.0,3856453492.0,0.16637985971193184,11.81,12.35,11.69,12.06,1.0,0.715734702211948
000592,平潭发展,2026-04-08,12.01,12.48,11.87,12.33,322667529.0,3954474327.0,0.16848665930905146,12.01,12.48,11.87,12.33,1.0,0.7631986997815868
000592,平潭发展,2026-04-09,12.23,12.29,11.77,11.91,239413709.0,2854837362.0,0.12501417836251935,12.23,12.29,11.77,11.91,1.0,0.6011394962591434
000592,平潭发展,2026-04-10,11.91,12.26,11.31,11.43,405271600.0,4712150179.0,0.21161986211768516,11.91,12.26,11.31,11.43,1.0,1.1655550711150438
000592,平潭发展,2026-04-13,12.15,12.5,11.63,11.69,384319677.0,4615157787.0,0.20067943832198776,12.15,12.5,11.63,11.69,1.0,1.1676900609284975
000592,平潭发展,2026-04-14,11.32,11.66,11.12,11.3,312666350.0,3544316639.0,0.16326436364117272,11.32,11.66,11.12,11.3,1.0,0.9359556745663449
000592,平潭发展,2026-04-15,11.16,11.49,10.98,11.33,257057161.0,2890955594.0,0.13422702446256682,11.16,11.49,10.98,11.33,1.0,0.7722500700000177
000592,平潭发展,2026-04-16,11.17,11.17,10.94,11.11,180690336.0,1997473857.0,0.09435071194309742,11.17,11.17,10.94,11.11,1.0,0.5651063840391406
000592,平潭发展,2026-04-17,11.08,11.18,10.93,10.94,142954559.0,1572480063.0,0.07464629661855035,11.08,11.18,10.93,10.94,1.0,0.46413663426226365
000592,平潭发展,2026-04-20,11.31,11.55,11.22,11.4,273637423.0,3121332475.0,0.14288470676331302,11.31,11.55,11.22,11.4,1.0,1.0708303013889815
000592,平潭发展,2026-04-21,11.21,11.29,10.99,11.03,178193631.0,1970629355.0,0.09304701247871716,11.21,11.29,10.99,11.03,1.0,0.763465042641188
000592,平潭发展,2026-04-22,10.93,11.21,10.82,11.08,138512686.0,1526702583.0,0.07232689266375986,10.93,11.21,10.82,11.08,1.0,0.6707421033694503
000592,平潭发展,2026-04-23,10.99,11.04,10.7,10.71,145771077.0,1574928436.0,0.07611699219853171,10.99,11.04,10.7,10.71,1.0,0.7974446914211357
000592,平潭发展,2026-04-24,10.71,10.93,10.63,10.73,103929245.0,1122822419.0,0.05426852633368615,10.71,10.93,10.63,10.73,1.0,0.5911322122999312
000592,平潭发展,2026-04-27,10.51,10.91,10.36,10.77,126118283.0,1337756454.0,0.06585493199863794,10.51,10.91,10.36,10.77,1.0,0.7506646895386304
000592,平潭发展,2026-04-28,10.65,11.32,10.36,10.92,210556956.0,2271444260.0,0.10994610527024223,10.65,11.32,10.36,10.92,1.0,1.520212120250598
000592,平潭发展,2026-04-29,10.6,10.84,10.55,10.64,132186040.0,1417361041.0,0.06902332055511123,10.6,10.84,10.55,10.64,1.0,0.9117684039371657
000592,平潭发展,2026-04-30,10.75,10.85,10.62,10.76,118873405.0,1274349218.0,0.06207188852009306,10.75,10.85,10.62,10.76,1.0,0.8271622421415753
000592,平潭发展,2026-05-06,10.76,11.04,10.7,10.91,152501110.0,1659449467.0,0.07963120009147924,10.76,11.04,10.7,10.91,1.0,1.1024220261166748
000592,平潭发展,2026-05-07,10.9,11.52,10.84,11.34,253192745.0,2848834548.0,0.1322091500763888,10.9,11.52,10.84,11.34,1.0,1.7102168461202512
000592,平潭发展,2026-05-08,11.37,11.59,11.2,11.44,256710788.0,2933287178.0,0.13404615956480126,11.37,11.59,11.2,11.44,1.0,1.4799247802276652
000592,平潭发展,2026-05-11,11.45,12.04,11.26,11.86,328797146.0,3839313494.0,0.17168734917820147,11.45,12.04,11.26,11.86,1.0,1.7997267233564196
000592,平潭发展,2026-05-12,11.7,12.29,11.54,11.98,334677985.0,3987344968.0,0.1747581351358563,11.7,12.29,11.54,11.98,1.0,1.507456372365348
000592,平潭发展,2026-05-13,11.9,12.46,11.65,12.34,334566206.0,4060067727.0,0.1746997677186288,11.9,12.46,11.65,12.34,1.0,1.2616762566286797
000592,平潭发展,2026-05-14,12.3,12.36,11.11,11.13,340703921.0,4011568113.0,0.1779046861042686,12.3,12.36,11.11,11.13,1.0,1.1296962103130468
000592,平潭发展,2026-05-15,11.0,11.12,10.39,10.75,245557458.0,2629762026.0,0.1282222475098903,11.0,11.12,10.39,10.75,1.0,0.7695525634054353
000592,平潭发展,2026-05-18,10.79,10.96,10.36,10.4,165226323.0,1748792942.0,0.08627589915373322,10.79,10.96,10.36,10.4,1.0,0.5214480835365809
