股票代码,股票名称
000059,华锦股份
000536,华映科技
000565,渝三峡Ａ
000592,平潭发展
000626,远大控股
000628,高新发展
000635,英 力 特
000798,中水渔业
000912,泸天化
000930,中粮科技
000962,东方钽业
000980,众泰汽车
001210,金房能源
001330,博纳影业
002040,南 京 港
002046,国机精工
002068,黑猫股份
002094,青岛金王
002107,沃华医药
002138,顺络电子
002194,武汉凡谷
002201,九鼎新材
002212,天融信
002297,博云新材
002349,精华制药
002354,天娱数科
002377,国创高新
002396,星网锐捷
002491,通鼎互联
002579,中京电子
002703,浙江世宝
002708,光洋股份
002886,沃特股份
002902,铭普光磁
002916,深南电路
002918,蒙娜丽莎
002947,恒铭达
002949,华阳国际
002975,博杰股份
002988,豪美新材
003018,金富科技
300122,智飞生物
300363,博腾股份
300368,汇金股份
300378,鼎捷数智
300839,博汇股份
300841,康华生物
301151,冠龙节能
301489,思泉新材
301630,同宇新材
600095,湘财股份
600110,诺德股份
600121,郑州煤电
600162,香江控股
600165,宁科生物
600172,黄河旋风
600192,长城电工
600255,鑫科材料
600318,新力金融
600330,天通股份
600359,新农开发
600367,红星发展
600410,华胜天成
600508,上海能源
600551,时代出版
600596,新安股份
600869,远东股份
600903,贵州燃气
600967,内蒙一机
600969,郴电国际
601011,宝泰隆
601015,陕西黑猫
601208,东材科技
601595,上海电影
601869,长飞光纤
601890,亚星锚链
601949,中国出版
603011,合锻智能
603082,北自科技股份
603083,剑桥科技
603105,芯能科技
603138,海量数据
603150,万朗磁塑
603151,邦基科技股份
603162,海通发展
603216,梦天家居
603228,景旺电子
603297,永新光学
603396,金辰股份
603421,鼎信通讯
603466,风语筑
603559,中通国脉
603618,杭电股份
603637,镇海股份
603668,天马科技
603716,塞力医疗
603721,中广天择
603989,艾华集团
605006,山东玻纤
605077,华康股份
605118,力鼎光电
605168,三人行
605177,东亚药业
605580,恒盛能源
688152,麒麟信安
688209,英集芯科技
000020,深华发Ａ
000070,特发信息
000532,华金资本
001232,嘉立创
001268,联合精密
001376,百通能源
002011,盾安环境
002141,贤丰控股
002172,澳洋健康
002295,精艺股份
002300,太阳电缆
002321,华英农业
002403,爱仕达
002436,兴森科技
002453,华软科技
002564,天沃科技
002577,雷柏科技
002623,亚玛顿
002655,共达电声
002824,和胜股份
002836,新宏泽
002870,香山股份
002912,中新赛克
002957,科瑞技术
300112,万讯自控
300189,神农种业
300456,赛微电子
300765,石药创新
300911,亿田智能
300992,泰福泵业
301550,斯菱智驱
600103,青山纸业
600354,敦煌种业
600371,万向德农
600403,大有能源
600448,华纺股份
600593,大连圣亚
600604,市北高新
600606,绿地控股
600693,东百集团
601566,九牧王
601872,招商轮船
603002,宏昌电子
603009,北特科技
603016,新宏泰
603093,南华期货
603122,合富中国
603123,翠微股份
603236,移远通信
603269,海鸥股份
603285,键邦股份
603328,依顿电子
603375,盛景微电子
603626,科森科技
603679,华体科技
603696,安记食品
603936,博敏电子
603980,吉华集团
605162,新中港
605178,时空科技
605288,凯迪股份
688368,晶丰明源半导体
000002,万 科Ａ
000560,我爱我家
000756,新华制药
000823,超声电子
000993,闽东电力
002080,中材科技
002084,海鸥住工
002178,延华智能
002259,升达林业
002290,禾盛新材
002301,齐心集团
002614,奥佳华
002638,勤上股份
002811,郑中设计
002815,崇达技术
002880,卫光生物
002963,豪尔赛
002980,华盛昌
003040,楚天龙
300142,沃森生物
300324,旋极信息
300656,民德电子
301211,亨迪药业
301231,荣信文化
600059,古越龙山
600108,亚盛集团
600127,金健米业
600479,千金药业
600503,华丽家族
600540,新赛股份
600640,国脉文化
600722,金牛化工
600743,华远控股
600792,云煤能源
600815,厦工股份
600857,宁波中百
600865,百大集团
601086,国芳集团
603120,肯特催化材料
603186,华正新材
603221,爱丽家居
603248,锡华科技
603353,和顺石油
603580,艾艾精工
603636,南威软件
605398,新炬网络
605566,福莱蒽特
688001,XD苏州华兴源创科技
688185,康希诺生物
688292,浩瀚深度信息技术
688790,昂瑞微
000504,南华生物
000607,华媒控股
000910,大亚圣象
001216,华瓷股份
001234,泰慕士
001317,三羊马
002246,北化股份
002285,世联行
002303,美盈森
002388,新亚制程
002631,德尔未来
002768,国恩股份
300110,华仁药业
300691,联合光电
300829,金丹科技
301234,五洲医疗
600630,龙头股份
600641,先导基电
600825,新华传媒
601579,会稽山
601811,新华文轩
603001,奥康国际
603020,爱普股份
603068,博通集成
603230,内蒙新华
603960,克来机电
603978,深圳新星
605058,澳弘电子
605258,协和电子
605577,龙版传媒
688026,洁特生物股份
688137,近岸蛋白
688175,珠海高凌信息
688315,诺禾致源科技
688655,迅捷兴科技
688781,视涯科技
600721,百花医药
600785,新华百货
