股票代码,股票名称
000007,全新好
000020,深华发Ａ
000048,京基智农
000062,深圳华强
000506,招金黄金
000510,新金路
000520,凤凰航运
000523,红棉股份
000526,学大教育
000596,古井贡酒
000603,盛达资源
000670,盈方微
000720,新能泰山
000721,西安饮食
000723,美锦能源
000735,罗 牛 山
000737,北方铜业
000887,中鼎股份
000889,中嘉博创
000977,浪潮信息
001210,金房能源
001337,四川黄金
001366,播恩集团
002012,凯恩股份
002037,保利联合
002107,沃华医药
002172,澳洋健康
002222,福晶科技
002229,鸿博股份
002277,友阿股份
002322,理工能科
002329,皇氏集团
002365,永安药业
002476,宝莫股份
002548,金新农
002580,圣阳股份
002655,共达电声
002686,亿利达
002702,海欣食品
002724,海洋王
002734,利民股份
002827,高争民爆
002829,星网宇达
002846,英联股份
002880,卫光生物
002882,金龙羽
002902,铭普光磁
002913,奥士康
002953,日丰股份
002973,侨银股份
002980,华盛昌
300017,网宿科技
300134,大富科技
300139,晓程科技
300169,天晟新材
300305,裕兴股份
300515,三德科技
300598,诚迈科技
300805,电声股份
300929,华骐环保
300981,中红医疗
301123,奕东电子
301177,迪阿股份
301183,东田微
301550,斯菱智驱
600110,诺德股份
600165,宁科生物
600172,黄河旋风
600186,莲花控股
600313,农发种业
600330,天通股份
600367,红星发展
600368,五洲交通
600379,宝光股份
600409,三友化工
600487,亨通光电
600500,中化国际
600536,中国软件
600547,山东黄金
600604,市北高新
600617,国新能源
600698,湖南天雁
600712,南宁百货
600737,中粮糖业
600746,江苏索普
600801,华新水泥
600988,赤峰黄金
601002,晋亿实业
601011,宝泰隆
601015,陕西黑猫
601118,海南橡胶
601579,会稽山
601609,金田股份
601869,长飞光纤
601886,江河集团
603009,北特科技
603038,华立股份
603052,可川科技
603082,北自科技
603090,宏盛股份
603118,共进股份
603188,亚邦股份
603217,元利科技
603268,松发股份
603297,永新光学
603306,华懋科技
603318,水发燃气
603330,天洋新材
603333,尚纬股份
603366,日出东方
603396,金辰股份
603400,华之杰
603637,镇海股份
603797,联泰环保
603848,好太太
603912,佳力图
603955,大千生态
603995,甬金股份
605006,山东玻纤
605162,新中港
605168,三人行
605178,时空科技
605198,安德利
688112,鼎阳科技
688167,炬光科技
688286,敏芯股份
688432,有研硅
688808,联讯仪器
000059,华锦股份
000505,京粮控股
000536,华映科技
000592,平潭发展
000626,远大控股
000912,泸天化
001268,联合精密
002015,协鑫能科
002017,东信和平
002041,登海种业
002081,金 螳 螂
002094,青岛金王
002141,贤丰控股
002155,湖南黄金
002165,红 宝 丽
002265,建设工业
002303,美盈森
002349,精华制药
002354,天娱数科
002437,誉衡药业
002445,中南文化
002491,通鼎互联
002536,飞龙股份
002636,金安国纪
002638,勤上股份
002703,浙江世宝
002721,金一文化
002743,富煌钢构
002811,郑中设计
002837,英维克
002870,香山股份
002918,蒙娜丽莎
002947,恒铭达
002949,华阳国际
300122,智飞生物
300189,神农种业
300243,瑞丰高材
300319,麦捷科技
300368,汇金股份
300378,鼎捷数智
300530,领湃科技
300570,太辰光
300613,富瀚微
300672,国科微
300839,博汇股份
301018,申菱环境
301152,天力锂能
301158,德石股份
301227,森鹰窗业
301231,荣信文化
301251,威尔高
301529,福赛科技
301630,同宇新材
600095,湘财股份
600103,青山纸业
600183,生益科技
600353,旭光电子
600354,敦煌种业
600378,昊华科技
600403,大有能源
600610,中毅达
600654,中安科
600693,东百集团
600815,厦工股份
600844,金煤科技
600969,郴电国际
601233,桐昆股份
603002,宏昌电子
603011,合锻智能
603083,剑桥科技
603095,越剑智能
603113,金能科技
