股票代码,股票名称
000011,深物业A
000020,深华发Ａ
000062,深圳华强
000510,新金路
000520,凤凰航运
000526,学大教育
000536,华映科技
000596,古井贡酒
000620,盈新发展
000628,高新发展
000716,黑芝麻
000721,西安饮食
000723,美锦能源
000737,北方铜业
000889,中嘉博创
001210,金房能源
001268,联合精密
001326,联域股份
001696,宗申动力
002012,凯恩股份
002015,协鑫能科
002017,东信和平
002081,金 螳 螂
002094,青岛金王
002107,沃华医药
002165,红 宝 丽
002174,游族网络
002222,福晶科技
002229,鸿博股份
002265,建设工业
002277,友阿股份
002303,美盈森
002322,理工能科
002329,皇氏集团
002365,永安药业
002382,蓝帆医疗
002463,沪电股份
002476,新叶股份
002491,通鼎互联
002515,金字火腿
002548,金新农
002582,好想你
002589,瑞康医药
002636,金安国纪
002638,勤上股份
002655,共达电声
002659,凯文教育
002686,亿利达
002687,乔治白
002703,浙江世宝
002716,湖南白银
002724,海洋王
002734,利民股份
002779,中坚科技
002811,郑中设计
002837,英维克
002846,英联股份
002851,麦格米特
002880,卫光生物
002882,金龙羽
002902,铭普光磁
002908,德生科技
002913,奥士康
002915,中欣氟材
002918,蒙娜丽莎
002947,恒铭达
002949,华阳国际
002953,日丰股份
002957,科瑞技术
002963,豪尔赛
002973,侨银股份
300063,天龙集团
300122,智飞生物
300134,大富科技
300169,天晟新材
300197,节能铁汉
300209,行云科技
300319,麦捷科技
300333,兆日科技
300359,全通教育
300364,中文在线
300530,领湃科技
300570,太辰光
300598,诚迈科技
300765,石药创新
300798,锦鸡股份
300802,矩子科技
300805,电声股份
300839,博汇股份
300903,科翔股份
300922,天秦装备
300970,华绿生物
300981,中红医疗
301123,奕东电子
301152,天力锂能
301183,东田微
301205,联特科技
301227,森鹰窗业
301231,荣信文化
301251,威尔高
301282,金禄电子
301366,一博科技
301399,英特科技
301626,苏州天脉
301630,同宇新材
600110,诺德股份
600165,宁科生物
600183,生益科技
600186,莲花控股
600362,江西铜业
600368,五洲交通
600379,宝光股份
600409,三友化工
600468,百利电气
600475,华光环能
600500,中化国际
600547,山东黄金
600604,市北高新
600610,中毅达
600629,华建集团
600654,中安科
600698,湖南天雁
600712,南宁百货
600746,江苏索普
600801,华新建材
600881,亚泰集团
601003,柳钢股份
601011,宝泰隆
601015,陕西黑猫
601233,桐昆股份
601609,金田股份
601869,长飞光纤
601886,江河集团
601899,紫金矿业
603002,宏昌电子
603009,北特科技
603011,合锻智能
603016,新宏泰
603079,圣达生物
603082,北自科技
603093,南华期货
603113,金能科技
603118,共进股份
603188,亚邦股份
603191,望变电气
603200,上海洗霸
603207,小方制药
603216,梦天家居
603217,元利科技
603236,移远通信
603261,立航科技
603268,松发股份
603306,华懋科技
603318,水发燃气
603333,福华尚纬
603366,日出东方
603387,基蛋生物
603396,金辰股份
603533,掌阅科技
603559,中通国脉
603637,镇海股份
603801,志邦家居
603848,好太太
603880,南卫股份
603912,佳力图
603936,博敏电子
603938,三孚股份
603955,大千生态
605006,山东玻纤
605162,新中港
605167,利柏特
605178,时空科技
605198,安德利
605388,均瑶健康
605488,福莱新材
688112,鼎阳科技
688123,聚辰股份
688152,麒麟信安
688300,联瑞新材
688603,天承科技
688625,呈和科技
688790,昂瑞微
688825,长鑫科技
